,company_name,address,category,telephon
0,الجمهورية للتسويق العقارى,18 ب ش احمد حشمت  الزمالك  القاهرة.,عقار,+201288818000
1,لافيتا العقارية,34 ش مكرم عبيد  الدور 7  مدينة نصر  القاهرة.,عقار,17137 
2,لافيتا العقارية,34 ش مكرم عبيد  الدور 7  مدينة نصر  القاهرة.,عقار, +20222726067 
3,لافيتا العقارية,34 ش مكرم عبيد  الدور 7  مدينة نصر  القاهرة.,عقار, +201274444949
4,الحمصاني للخبرة والتثمين والتقييم العقارى - د. حسين الحمصانى,184 عمارات البنفسج  التجمع الخامس  القاهرة الجديدة  القاهرة.,مقيم عقارات,+201001400122 
5,الحمصاني للخبرة والتثمين والتقييم العقارى - د. حسين الحمصانى,184 عمارات البنفسج  التجمع الخامس  القاهرة الجديدة  القاهرة.,مقيم عقارات, +20235623275
6,شركة دار الهنا للانشاءات والتجارة,58 عمارة حسين صدقى ش مصر حلوان الزراعى  الشقة 14  الدور 1  المعادى  القاهرة.,انشاءات,+201554202859 
7,شركة دار الهنا للانشاءات والتجارة,58 عمارة حسين صدقى ش مصر حلوان الزراعى  الشقة 14  الدور 1  المعادى  القاهرة.,انشاءات, +201001002441 
8,شركة دار الهنا للانشاءات والتجارة,58 عمارة حسين صدقى ش مصر حلوان الزراعى  الشقة 14  الدور 1  المعادى  القاهرة.,انشاءات, +201064141413 
9,شركة دار الهنا للانشاءات والتجارة,58 عمارة حسين صدقى ش مصر حلوان الزراعى  الشقة 14  الدور 1  المعادى  القاهرة.,انشاءات, +201113378661
10,الفهد كمبانى,5 ز/2 ش شوقى عبد المنعم  متفرع من ش النصر - تقسيم اللاسلكى  المعادى الجديدة  المعادى  القاهرة.,تسويق عقارى,+201000554432 
11,الفهد كمبانى,5 ز/2 ش شوقى عبد المنعم  متفرع من ش النصر - تقسيم اللاسلكى  المعادى الجديدة  المعادى  القاهرة.,تسويق عقارى, +201027999696 
12,الفهد كمبانى,5 ز/2 ش شوقى عبد المنعم  متفرع من ش النصر - تقسيم اللاسلكى  المعادى الجديدة  المعادى  القاهرة.,تسويق عقارى, +20227547313
13,تراث للانشاءات والتنمية العمرانية والاستشارات الهندسية - م. سامى نجم,2 عمارات نيركو - الشطر الخامس  زهراء المعادى  المعادى  القاهرة.,,+20225200659 
14,تراث للانشاءات والتنمية العمرانية والاستشارات الهندسية - م. سامى نجم,2 عمارات نيركو - الشطر الخامس  زهراء المعادى  المعادى  القاهرة.,, +201066647002 
15,تراث للانشاءات والتنمية العمرانية والاستشارات الهندسية - م. سامى نجم,2 عمارات نيركو - الشطر الخامس  زهراء المعادى  المعادى  القاهرة.,, +201066647000 
16,تراث للانشاءات والتنمية العمرانية والاستشارات الهندسية - م. سامى نجم,2 عمارات نيركو - الشطر الخامس  زهراء المعادى  المعادى  القاهرة.,, +201061631166
17,شركة البناء الحديث للمقاولات والاستثمار العقارى,35 ش عبد العزيز عيسى - المنطقة التاسعة  مدينة نصر  القاهرة.,,+201276880148 
18,شركة البناء الحديث للمقاولات والاستثمار العقارى,35 ش عبد العزيز عيسى - المنطقة التاسعة  مدينة نصر  القاهرة.,, +20224733202 
19,شركة البناء الحديث للمقاولات والاستثمار العقارى,35 ش عبد العزيز عيسى - المنطقة التاسعة  مدينة نصر  القاهرة.,, +20224733201 
20,شركة البناء الحديث للمقاولات والاستثمار العقارى,35 ش عبد العزيز عيسى - المنطقة التاسعة  مدينة نصر  القاهرة.,, +201003260425
21,شركة ميرميد للقرى السياحية,110 ش الميرغنى تقاطع ش الثورة  مصر الجديدة  القاهرة.,,16003 
22,شركة ميرميد للقرى السياحية,110 ش الميرغنى تقاطع ش الثورة  مصر الجديدة  القاهرة.,, +20226909521 
23,شركة ميرميد للقرى السياحية,110 ش الميرغنى تقاطع ش الثورة  مصر الجديدة  القاهرة.,, +20226909520 
24,شركة ميرميد للقرى السياحية,110 ش الميرغنى تقاطع ش الثورة  مصر الجديدة  القاهرة.,, +20224146259 
25,شركة ميرميد للقرى السياحية,110 ش الميرغنى تقاطع ش الثورة  مصر الجديدة  القاهرة.,, +20226901906 
26,شركة ميرميد للقرى السياحية,110 ش الميرغنى تقاطع ش الثورة  مصر الجديدة  القاهرة.,, +20224146258
27,25 يناير للاستثمار العقارى,ش مؤسسة الزكاة - بركة الحاج  المرج  القاهرة.,,+201114580183
28,25 يناير للتنمية العقارية,9 ش ابو عبيدة الجراح  مصر الجديدة  القاهرة.,,+201097060407 
29,25 يناير للتنمية العقارية,9 ش ابو عبيدة الجراح  مصر الجديدة  القاهرة.,, +201122232049
30,90 افينيو,شارع التسعين  التجمع الخامس  القاهرة الجديدة  القاهرة.,,19981 
31,90 افينيو,شارع التسعين  التجمع الخامس  القاهرة الجديدة  القاهرة.,, +201096603466
32,اب ترن للتطوير العقارى,فيلا 120 - - النرجس 5  النرجس  القاهرة الجديدة  القاهرة.,,+201068692224 
33,اب ترن للتطوير العقارى,فيلا 120 - - النرجس 5  النرجس  القاهرة الجديدة  القاهرة.,, +201122227884 
34,اب ترن للتطوير العقارى,فيلا 120 - - النرجس 5  النرجس  القاهرة الجديدة  القاهرة.,, +201122227883 
35,اب ترن للتطوير العقارى,فيلا 120 - - النرجس 5  النرجس  القاهرة الجديدة  القاهرة.,, 19316
36,اب سوينج,5 ش الشيخ المرصفى  الزمالك  القاهرة.,,+20227372936
37,ابت كى العقارية,19 أ عمارات العبور - طريق صلاح سالم  مدينة نصر  القاهرة.,,+20222623275
38,ابتكار العقارية,ش التسعين الجنوبى  اللوتس - عمارة 75  التجمع الخامس  القاهرة الجديدة  القاهرة.,,+201100368666 
39,ابتكار العقارية,ش التسعين الجنوبى  اللوتس - عمارة 75  التجمع الخامس  القاهرة الجديدة  القاهرة.,, +201111704557
40,ابداع كابيتال,4 ش 151  الخبيرى  المعادى  القاهرة.,,+201101905905
41,ابداع للتطوير العقارى,فيلا 63  الحي الثالث، منطقة 4 ب  التجمع الخامس  القاهرة الجديدة  القاهرة.,,+201068533331
42,ابداع للتنمية العقارية,43 ش مصطفى النحاس  مدينة نصر  القاهرة.,,+201018296126 
43,ابداع للتنمية العقارية,43 ش مصطفى النحاس  مدينة نصر  القاهرة.,, +201118640853
44,ابراج دجلة مصر,8 /2 عمارات نيركو ش الزهراء  الشطر الخامس  زهراء المعادى  المعادى  القاهرة.,,19120 
45,ابراج دجلة مصر,8 /2 عمارات نيركو ش الزهراء  الشطر الخامس  زهراء المعادى  المعادى  القاهرة.,, +201009806688
46,ابراج سيتى,13 ش عباس العقاد  المنطقة الاولى  مدينة نصر  القاهرة.,,+20224047753
47,ابراج للاستثمار العقارى,21 ش الطاقة - مشروع 29 عمارة  المنطقة السادسة  مدينة نصر  القاهرة.,,+20224717320 
48,ابراج للاستثمار العقارى,21 ش الطاقة - مشروع 29 عمارة  المنطقة السادسة  مدينة نصر  القاهرة.,, +20224717329 
49,ابراج للاستثمار العقارى,21 ش الطاقة - مشروع 29 عمارة  المنطقة السادسة  مدينة نصر  القاهرة.,, +201226679775 
50,ابراج للاستثمار العقارى,21 ش الطاقة - مشروع 29 عمارة  المنطقة السادسة  مدينة نصر  القاهرة.,, +201222470788
51,ابراج للتسويق العقارى,40 كورنيش النيل  كورنيش المعادى  المعادى  القاهرة.,,+20225287560 
52,ابراج للتسويق العقارى,40 كورنيش النيل  كورنيش المعادى  المعادى  القاهرة.,, +20225287562 
53,ابراج للتسويق العقارى,40 كورنيش النيل  كورنيش المعادى  المعادى  القاهرة.,, +20225287561 
54,ابراج للتسويق العقارى,40 كورنيش النيل  كورنيش المعادى  المعادى  القاهرة.,, +20225287563
55,ابراج للعقارات,123 فيلا 4 ش الملتقى العربى  مساكن شيراتون  مصر الجديدة  القاهرة.,,19649
56,ابراج للمقاولات والاستثمار العقارى,7 ش ابو الفتوح عبد الله  عين شمس الشرقية  القاهرة.,,+20221848067 
57,ابراج للمقاولات والاستثمار العقارى,7 ش ابو الفتوح عبد الله  عين شمس الشرقية  القاهرة.,, +201000129146
58,ابراج مصر,فيلا 213 - القطعة الرابعة  حى النرجس  التجمع الخامس  القاهرة الجديدة  القاهرة.,,+20226411359 
59,ابراج مصر,فيلا 213 - القطعة الرابعة  حى النرجس  التجمع الخامس  القاهرة الجديدة  القاهرة.,, +20226411349
60,ابراهيم للعقارات,القطعة 7966 ش 9  المقطم  القاهرة.,,+20225079981 
61,ابراهيم للعقارات,القطعة 7966 ش 9  المقطم  القاهرة.,, +201001067811 
62,ابراهيم للعقارات,القطعة 7966 ش 9  المقطم  القاهرة.,, +201001505283 
63,ابراهيم للعقارات,القطعة 7966 ش 9  المقطم  القاهرة.,, +201111555349
64,ابعاد المدار للاستثمار,46 ش النهضة تقاطع ش 7 - الدور 3  المعادى  القاهرة.,,+20223804531 
65,ابعاد المدار للاستثمار,46 ش النهضة تقاطع ش 7 - الدور 3  المعادى  القاهرة.,, +201202875130 
66,ابعاد المدار للاستثمار,46 ش النهضة تقاطع ش 7 - الدور 3  المعادى  القاهرة.,, +201150680498
67,ابن سينا للاسكان,117 ش عبد العزيز فهمى - الدور 5 شقة 51  مصر الجديدة  القاهرة.,,+20224199364 
68,ابن سينا للاسكان,117 ش عبد العزيز فهمى - الدور 5 شقة 51  مصر الجديدة  القاهرة.,, +20224145178
69,ابناء الحاج ربيع,ش سلاح المهندسين - الدواجن  حلوان  القاهرة.,,+201143177503 
70,ابناء الحاج ربيع,ش سلاح المهندسين - الدواجن  حلوان  القاهرة.,, +201220621297
71,ابناء الخطيب للعقارات,9 ش الجمهورية  المرج الجديدة  القاهرة.,,+201220196778 
72,ابناء الخطيب للعقارات,9 ش الجمهورية  المرج الجديدة  القاهرة.,, +201124055599
73,ابناء الصعيد للعقارات,39 ش ابو بكر الصديق  عزبة النخل  القاهرة.,,+201146561435
74,ابناء العبد للاستثمار العقارى,ش الخمسين  النزهة الجديدة  القاهرة.,,+201066221147
75,ابناء الكرداسى للعقارات,71 ش الاربعين - عرب الطوايلة  عين شمس الغربية  القاهرة.,,+201283438898
76,ابناء النيل للتنمية العقارية,80 ش حسنين دسوقى  حدائق المعادى  المعادى  القاهرة.,,+20227513204 
77,ابناء النيل للتنمية العقارية,80 ش حسنين دسوقى  حدائق المعادى  المعادى  القاهرة.,, +201152087010 
78,ابناء النيل للتنمية العقارية,80 ش حسنين دسوقى  حدائق المعادى  المعادى  القاهرة.,, +201007845656
79,ابناء سوهاج للعقارات,ش مكة  المرج  القاهرة.,,+201002317920
80,ابناء سوهاج للعقارات,7 الشارع الجديد امتداد ش 6 اكتوبر  عين شمس الشرقية  القاهرة.,,+201062757237
81,ابنى بيتك للعقارات,5 ش الخمسين تقسيم شمال سيناء  زهراء المعادى  المعادى  القاهرة.,,+201001066107 
82,ابنى بيتك للعقارات,5 ش الخمسين تقسيم شمال سيناء  زهراء المعادى  المعادى  القاهرة.,, +201063883418
83,ابنى للاستثمار العقارى,38 ش الطيران  الدور 7  الحى السابع  مدينة نصر  القاهرة.,,19901 
84,ابنى للاستثمار العقارى,38 ش الطيران  الدور 7  الحى السابع  مدينة نصر  القاهرة.,, +20224038573 
85,ابنى للاستثمار العقارى,38 ش الطيران  الدور 7  الحى السابع  مدينة نصر  القاهرة.,, +201026070010 
86,ابنى للاستثمار العقارى,38 ش الطيران  الدور 7  الحى السابع  مدينة نصر  القاهرة.,, +20224038569
87,ابو احمد للعقارات,12 ش محمد ابراهيم  المرج  القاهرة.,,+201061079682
88,ابو احمد للعقارات,3 ش احمد بلال امين - الجزيرة  دار السلام  القاهرة.,,+201129232523 
89,ابو احمد للعقارات,3 ش احمد بلال امين - الجزيرة  دار السلام  القاهرة.,, +201221380867
90,ابو احمد للعقارات,453 تقسيم عمر بن الخطاب  جسر السويس  القاهرة.,,+201200007903
91,ابو ادهم لتجارة الاراضى,9 ش سعيد الحداد  المرج  القاهرة.,,+201122655132
92,ابو اسلام للعقارات,3 ش جمال عبد الناصر  الحرفيين  القاهرة.,,+201276565499
93,ابو الحسن للعقارات,ش علاء عوض الله متفرع من ش سيد احمد  عين شمس  القاهرة.,,+201004956551
94,ابو الدهب,ش النواوى  السيدة زينب  القاهرة.,,+201111749930
95,ابو الدهب للتسويق العقارى,السوق التجارى  مدينة الرحاب  القاهرة.,,+20226927760 
96,ابو الدهب للتسويق العقارى,السوق التجارى  مدينة الرحاب  القاهرة.,, +201288555594 
97,ابو الدهب للتسويق العقارى,السوق التجارى  مدينة الرحاب  القاهرة.,, +201288555655
98,ابو الشوق للعقارات,ش 1  شبرا  القاهرة.,,+201285913912
99,ابو العز للعقارات,92 ش جسر السويسالالف مسكن  جسر السويس  القاهرة.,,+201150553210 
100,ابو العز للعقارات,92 ش جسر السويسالالف مسكن  جسر السويس  القاهرة.,, +201000447621
101,ابو القاسم لبيع وتقسيم الاراضى,9 ش 7  وادى حوف  القاهرة.,,+201146000017 
102,ابو القاسم لبيع وتقسيم الاراضى,9 ش 7  وادى حوف  القاهرة.,, +201008010050
103,ابو الوفا للاستثمار العقارى,2122 ش الارقم بن ابى الارقم  مدينة المعراج  زهراء المعادى  المعادى  القاهرة.,,+201150050893
104,ابو جودة,ش الثورة  حدائق المعادى  المعادى  القاهرة.,,+201225114075
105,ابو حسن للتسويق العقارى,208 ش ابو بكر الصديق تقسيم عمر بن الخطاب  جسر السويس  القاهرة.,,+20226987521 
106,ابو حسن للتسويق العقارى,208 ش ابو بكر الصديق تقسيم عمر بن الخطاب  جسر السويس  القاهرة.,, +201121577225 
107,ابو حسن للتسويق العقارى,208 ش ابو بكر الصديق تقسيم عمر بن الخطاب  جسر السويس  القاهرة.,, +201097223331
108,ابو حسيبة للعقارات,42 ش حامد خلف  المرج  القاهرة.,,+201006780043 
109,ابو حسيبة للعقارات,42 ش حامد خلف  المرج  القاهرة.,, +201129515167
110,ابو حمادة,ش النواوى  السيدة زينب  القاهرة.,,+201004385701
111,ابو حمادة للعقارات,1 ش عمر حجاج  المرج  القاهرة.,,+201009379894
112,ابو دنيا,بلوك 13 - مساكن الاسكندرية -  المقطم  القاهرة.,,+20228442483
113,ابو دنيا للعقارات,34 مساكن الدلتا - ش مينا دانيال  المقطم  القاهرة.,,+201220806567
114,ابو دنيا للعقارات,78 ش الجامعة الحديثة  تفسيم المستقبل  الحى الرابع  المقطم  القاهرة.,,+201229305921
115,ابو رجيلة للعقارات,2 ش ابو رجيلة - كفر الشرفا  المرج  القاهرة.,,+201158333924
116,ابو رحمة,ش عمر بن الخطاب  الزاوية الحمراء  القاهرة.,,+201024604377
117,ابو زياد,33 ش 6 اكتوبر  عين شمس الشرقية  القاهرة.,,+201000388049
118,ابو سليم لتجارة الاراضى,91 ش المشروع  عين شمس الغربية  القاهرة.,,+201005304497
119,ابو سماح للعقارات,22 ش القدس  عين شمس الشرقية  القاهرة.,,+201004140317 
120,ابو سماح للعقارات,22 ش القدس  عين شمس الشرقية  القاهرة.,, +201145631821
121,ابو سمير,ش سلاح المهندسين - الدواجن  حلوان  القاهرة.,,+201007385024 
122,ابو سمير,ش سلاح المهندسين - الدواجن  حلوان  القاهرة.,, +201228876424
123,ابو شادى للعقارات,10 ش محمد انيس  ارض الجولف  مصر الجديدة  القاهرة.,,+20226908789 
124,ابو شادى للعقارات,10 ش محمد انيس  ارض الجولف  مصر الجديدة  القاهرة.,, +20224142472 
125,ابو شادى للعقارات,10 ش محمد انيس  ارض الجولف  مصر الجديدة  القاهرة.,, +201008478599 
126,ابو شادى للعقارات,10 ش محمد انيس  ارض الجولف  مصر الجديدة  القاهرة.,, +20224182923
127,ابو شريف للعقارات,26 ش محمد عباس  عين شمس  القاهرة.,,+201001779450
128,ابو شنب للعقارات,9 ش خالد بن الوليد  حدائق المعادى  المعادى  القاهرة.,,+201226276007
129,ابو ظبى للاستثمار العقارى,17 ش 151  المعادى  القاهرة.,,+20225260504 
130,ابو ظبى للاستثمار العقارى,17 ش 151  المعادى  القاهرة.,, +201111046778
131,ابو عمار للعقارات,3 ش محمود هاشم  المطرية  القاهرة.,,+201014220220
132,ابو عمر للعقارات,25 - حى النرجس  التجمع الخامس  القاهرة الجديدة  القاهرة.,,+201026858040
133,ابو عيسى للعقارات,20 عمارات الشرطة -  طره  القاهرة.,,+201010212333 
134,ابو عيسى للعقارات,20 عمارات الشرطة -  طره  القاهرة.,, +201007070733
135,ابو فهد للعقارات,ش الخمسين   جسر السويس  القاهرة.,,+201001511636
136,ابو كريم للعقارات,2 ش ابراهيم عبد المنعم - مدينة الزهور  المرج  القاهرة.,,+201153355440 
137,ابو كريم للعقارات,2 ش ابراهيم عبد المنعم - مدينة الزهور  المرج  القاهرة.,, +201150585000
138,ابو كمال,24 ش جعفر  حلوان  القاهرة.,,+201110370339 
139,ابو كمال,24 ش جعفر  حلوان  القاهرة.,, +201114432226
140,ابو مازن,29 ش صعب صالح  عين شمس الشرقية  القاهرة.,,+201123459498
141,ابو هاشم للعقارات,1 امتداد ش فلسطين  المعادى الجديدة  المعادى  القاهرة.,,+20227031833
142,ابو همام للعقارات,16 ش محمد على الوسيمى تقسيم ارض الجمعية  حدائق القبة  القاهرة.,,+201222242388 
143,ابو همام للعقارات,16 ش محمد على الوسيمى تقسيم ارض الجمعية  حدائق القبة  القاهرة.,, +201006629888
144,ابو وليد,46 ش العشرين  جسر السويس  القاهرة.,,+201005393898 
145,ابو وليد,46 ش العشرين  جسر السويس  القاهرة.,, +201124816766
146,ابيات للاستثمار العقارى,48 ش 9  الدور 1  المقطم  القاهرة.,,+20228469059
147,ابيات للعقارات,2 ش حسنين هيكل  مدينة نصر  القاهرة.,,+201069210222
148,اتش ان اس جروب,199 ش العروبة  مساكن شيراتون  مصر الجديدة  القاهرة.,,+20222677925 
